70000_a,fillSnooper
187145_d,setColorFade
187146_c,setColor
187154_b,multiplyColor
187155_a,getId
187156_b,getSerializer
187159_a,read
187160_a,write
187161_a,createKey
187188_b,getSerializerId
187189_a,registerSerializer
187190_a,getSerializer
187205_a,getKey
187206_b,getValue
187208_a,setDirty
187209_c,isDirty
187210_a,setValue
187214_a,register
187215_b,readEntries
187218_a,setEntryValues
187219_c,getEntry
187220_a,writeEntry
187221_b,getDirty
187222_c,setEntry
187223_a,isDirty
187224_a,setEntryValue
187225_a,get
187226_a,createKey
187227_b,set
187228_d,isEmpty
187229_a,writeEntries
187230_e,setClean
187231_c,getAll
187240_a,tickParticleList
187243_f,updatePermissionLevel
187244_a,reloadWhitelist
187245_a,sendPlayerPermissionLevel
187246_z,loadPlayerBanList
187247_w,saveIPBanList
187248_x,savePlayerBanList
187249_y,loadIPBanList
187250_a,processRightClick
187319_a,lookupProfile
187320_a,setOnlineMode
187321_d,isOnlineMode
187460_a,resetEquippedProgress
187473_a,convertMobOwnerIfNeeded
187503_a,getName
187508_a,getSprite
187948_a,getName
187964_a,getItemOverrides
187965_e,getDependencies
187966_f,getOverrides
187998_b,parseMultipart
187999_a,parseMapVariants
188001_c,getMultipartData
188002_b,hasMultipartData
188025_a,makeMapResourceValues
188026_a,getLocation
188042_a,parseModelRotation
188043_b,getStringModel
188044_d,parseUvLock
188045_c,parseWeight
188046_a,getModelLocation
188047_d,getWeight
188049_c,isUvLock
188114_a,getVariantList
188133_a,getSelectors
188136_a,getSelectors
188137_b,getVariants
188141_a,setAt
188142_a,getAt
188143_a,getBackingLongArray
188144_b,size
188158_a,getOrAndCondition
188159_b,getWhenCondition
188161_b,makePropertyValue
188165_a,getVariantList
188166_a,getPredicate
188172_b,getItem
188173_a,fromJson
188174_a,deserializeClass
188175_b,isNumber
188176_a,fromJson
188177_a,deserializeClass
188178_a,fromJson
188179_a,deserializeClass
188180_i,getItem
188185_a,isGlobalRenderer
188207_b,positiveModulo
188208_f,hash
188209_b,wrapDegrees
188210_a,getRandomUUID
188244_g,stopWorkerThreads
188247_f,hasNoChunkUpdates
188279_a,createFixer
188280_f,getDistanceSq
188281_o,needsImmediateUpdate
188282_m,clearNeedsUpdate
188289_a,addPath
188359_a,setModelSlotVisible
188363_b,isLegSlot
188382_a,getAndSplit
188383_a,getAndRemove
188397_a,getType
188398_b,getResult
188401_b,getDamageAfterMagicAbsorb
188403_a,causeIndirectDamage
188404_v,getDamageLocation
188405_b,causeExplosionDamage
188408_i,isBeneficial
188409_a,getId
188410_a,getPotionDurationString
188412_a,get
188418_e,doesShowParticles
188419_a,getPotion
188443_a,withinRange
188450_d,getName
188451_a,fromString
188452_c,getSlotIndex
188453_a,getSlotType
188454_b,getIndex
188468_a,opposite
188479_b,removeModifier
188488_a,strafe
188497_a,getRandPos
188498_f,isBowInMainhand
188508_a,isTempting
188511_a,getTargetableArea
188514_a,createSkeleton
188515_a,createHorse
188547_a,getFile
188553_i,canUpdatePathOnTimeout
188554_j,updatePath
188555_b,canEntityStandOnPos
188566_a,hasKey
188617_f,getOverrides
188618_c,isBuiltInRenderer
188647_a,build
188648_a,putModel
188650_g,getTargetLocation
188651_f,getMaxRiseOrFall
188652_i,getType
188653_h,getYawFactor
188654_a,getIsStationary
188655_a,onCrystalDestroyed
188657_b,clientTick
188658_e,removeAreaEffect
188659_c,serverTick
188660_d,initPhase
188663_j,resetFlameCount
188668_a,setTarget
188674_a,strafePlayer
188675_j,findNewTarget
188676_k,navigateToNextPathNode
188681_j,findNewTarget
188682_k,navigateToNextPathNode
188686_a,setTarget
188687_j,findNewTarget
188688_k,navigateToNextPathNode
188695_j,findNewTarget
188696_k,navigateToNextPathNode
188700_a,getSounds
188701_c,getSubtitle
188704_a,getByName
188712_c,getSubtitle
188715_a,addSound
188719_a,getSoundLocation
188721_b,getSoundAsOggLocation
188722_g,getType
188723_h,isStreaming
188724_c,getVolume
188725_d,getPitch
188732_a,deserializeType
188733_a,deserializeSounds
188734_b,deserializeSound
188735_a,create
188736_a,createPhase
188737_a,getConstructor
188738_a,getById
188739_c,getTotalPhases
188740_b,getId
188756_a,getCurrentPhase
188757_b,getPhase
188758_a,setPhase
188769_a,getVolume
188770_e,getClampedVolume
188771_a,setVolume
188772_d,getClampedPitch
188773_b,removeListener
188774_a,addListener
188795_a,getByOrdinal
188803_a,rotateTowardsMovement
189101_db,isSmallSlime
189213_a,tick
189214_a,getBrightnessForRender
189404_a,setLootTable
189419_a,createDispenser
189423_a,readLongArray
189424_c,readVarIntArray
189425_b,readByteArray
189427_a,getDamageAfterAbsorb
189428_b,setAttackCooldown
189508_F,getPendingTileEntityAt
189509_E,isOutsideBuildHeight
189510_a,write
189511_e,writeWithoutTypeId
189512_bd,getCachedUniqueIdString
189515_b,write
189516_d,writeInternal
189517_E_,getUpdateTag
189518_D_,getUpdatePacket
189529_a,addDetail
189530_b,write
189532_c,setPos
189533_g,setPos
189534_c,move
189536_c,move
189539_a,eventReceived
189541_b,updateState
189551_b,write
189552_a,writeToNBT
189554_f,getTileEntityTags
189560_a,hasDirection
189561_a,setDirection
189562_a,setPosition
189566_q,getNodeProcessor
189648_am,isReducedDebug
189651_aD,getForward
189652_ae,hasNoGravity
189653_aC,getPitchYaw
189654_d,setNoGravity
189667_a,rotate
189668_a,mirror
189688_b,validateResourcePackUrl
189693_b,addChainedFilledBoxVertices
189700_k,getMode
189701_a,usedBy
189702_n,getIntegrity
189703_e,setShowAir
189704_J,updateBlockState
189706_E,unloadStructure
189707_H,showsAir
189708_j,getMetadata
189709_F,isStructureLoadable
189710_f,setShowBoundingBox
189711_e,getPosition
189712_b,save
189713_m,ignoresEntities
189715_d,getName
189716_h,getMirror
189717_g,getStructureSize
189718_a,setIntegrity
189719_o,getSeed
189720_a,createdBy
189721_I,showsBoundingBox
189722_G,isPowered
189723_d,setPowered
189724_l,nextMode
189725_a,setSeed
189726_i,getRotation
189748_bU,getLastDamageSource
189749_co,getWaterSlowDown
189793_df,isStanding
189794_p,setStanding
189795_r,getStandingAnimationScale
189796_de,playWarningSound
189807_a,openStructureBlock
189809_N,isAutoJumpEnabled
189810_i,updateAutoJump
189814_f,updateToggleAirButton
189815_g,updateToggleBoundingBox
189816_h,updateMirrorButton
189817_c,parseCoordinate
189819_b,parseIntegrity
189821_a,parseSeed
189822_a,updateEntitiesButton
189823_j,updateMode
189824_i,updateDirectionButtons
189869_j,hasFrostWalker
189876_x,getDustColor
189886_a,forMaterial
189910_a,byId
189914_a,generateMaybeBox
189916_b,getSkyBrightness
189917_F_,getPlanksBlock
189918_a,isSupportingBox
189919_b,getFenceBlock
189921_a,placeSupport
189922_a,placeCobWeb
189923_b,placeSupportPillar
189935_b,addHelper
189938_b,generateAndAddPiece
189940_a,createRandomShaftPiece
189941_a,remove
189947_a,getRandom
189950_a,setRandom
189954_a,idFor
189955_a,stateFor
189956_a,addMapping
189961_a,getZeroPositionWithTransform
189965_h,getClosedSet
189966_g,getOpenSet
189972_c,getCenter
189973_a,intersects
189984_a,fromPitchYaw
189985_c,lengthSquared
189986_a,fromPitchYaw
189988_a,dataFix
189991_a,getColorOrMaterialColor
189992_e,getBlockState
189995_a,getServerData
190008_d,readBlockState
190009_a,writeBlockState
190010_a,getName
190020_b,getMoveVector
190075_b,toggleChunkBorders
190102_a,checkAndPerformAttack
190105_f,alertOthers
190202_a,offs
190517_e,setPreventProxyConnections
190518_ac,getPreventProxyConnections
190524_a,neighborChanged
190525_a,getClosestPlayer
190530_aW,isInvulnerable
190531_bD,getFireImmuneTicks
190542_a,makeAreaOfEffectCloud
190545_n,applyWater
190547_a,setEnchantmentEffectsFromEntity
190548_o,refreshColor
190549_a,setCaster
190550_a,getAnimationProgress
190551_c,damage
190552_j,getCaster
190563_a,renderItemActivation
190564_k,resetData
190565_a,displayItemActivation
190576_q,getItems
190580_f,saveToNbt
190583_o,updateAnimation
190584_a,getBoundingBox
190585_a,getProgress
190586_e,loadFromNbt
190587_b,getBoundingBox
190588_c,getTopBoundingBox
190589_G,moveCollidedEntities
190591_p,getAnimationStatus
190592_s,getColor
190605_a,fixEntityWithinPistonBase
190606_j,getCollisionRelatedBlockState
190607_a,moveByPositionAndProgress
190612_a,getMovement
190615_l,getItem
190618_C,updateFixedColor
190621_a,catchingFish
190622_s,setHookedEntity
190624_r,checkCollision
190628_d,checkTotemDeathProtection
190629_c,blockUsingShield
190630_a,hasItemInSlot
190631_cK,attackable
190634_dg,followLeashSpeed
190645_o,getOwner
190646_di,getBoundOrigin
190647_dj,isCharging
190648_a,setCharging
190651_g,setBoundOrigin
190653_a,setLimitedLife
190656_b,getVexFlag
190658_a,setOwner
190660_a,setVexFlag
190670_t_,getWorld
190676_dC,getMaxTemper
190678_b,handleEating
190679_dD,followMother
190680_a,playGallopSound
190681_a,setOffspringAttributes
190682_f,isArmor
190684_dE,canEatGrass
190686_di,getInventorySize
190687_dF,makeMad
190690_dh,isTrap
190691_p,setTrap
190695_dh,hasChest
190696_dl,getInventoryColumns
190697_dk,playChestEquipSound
190704_dO,getColor
190705_dT,setRandomStrength
190706_p,setStrength
190707_dL,getStrength
190709_dP,leaveCaravan
190710_o,setVariant
190711_a,setColor
190712_dQ,hasCaravanTrail
190713_e,spit
190714_x,setDidSpit
190715_a,joinCaravan
190716_dS,getCaravanHead
190718_dR,inCaravan
190719_dM,getVariant
190727_o,getStepSound
190730_o,shouldBurnInDay
190731_di,getStepSound
190732_dj,getSkullDrop
190735_dq,getConversionProgress
190741_do,spawnLingeringCloud
190748_a,setWololoTarget
190751_dj,getWololoTarget
190765_dj,getFlopSound
190769_dn,getColor
190772_a,getClickedSlot
190773_I,playBrokenSound
190775_a,interactOn
190776_cN,destroyVanishingCursedItems
190777_m,disableShield
190854_a,avoidLlama
190858_a,firstIsLeashed
190863_f,findRandomPosition
190864_f,getPosition
190867_m,getCastWarmupTime
190868_j,castSpell
190869_f,getCastingTime
190871_k,getSpellPrepareSound
190872_i,getCastingInterval
190876_a,spawnFangs
190882_b,setUnseenMemoryTicks
190895_g,getEntityId
190896_a,setAll
190900_b,onSwapCraft
190901_a,onTake
190903_i,getDefaultInstance
190907_h,getColor
190915_d,setAnimationsToGo
190916_E,getCount
190917_f,grow
190918_g,shrink
190920_e,setCount
190921_D,getAnimationsToGo
190923_F,updateEmptyState
190925_c,getOrCreateChildTag
190926_b,isEmpty
190932_c,getColor
190934_a,isExplorationMap
190936_d,isCurse
190938_b,hasBindingCurse
190939_c,hasVanishingCurse
190942_a,rotate
190948_a,addInformation
190952_a,getBlockByColor
190953_b,getColoredItemStack
190954_c,getColorFromBlock
190955_b,getColorFromItem
190956_e,getColor
190961_e,updateNeighborsInFront
190974_b,onBroken
190993_b,getHashname
190994_a,byHash
190997_a,getFileName
191059_e,getOffset
191070_b,getYPosForStructure
191080_a,generateChest
191081_a,loadTemplate
191085_a,loadTemplate
191086_a,generate
191087_a,startHouseTower
191088_b,recursiveChildren
191090_b,addPiece
191094_a,addTargetDecoration
191095_a,updateDecorations
191098_b,get1x2FrontEntrance
191099_b,get1x1Secret
191100_a,get1x2SideEntrance
191101_d,get2x2
191102_c,get1x2Secret
191103_e,get2x2Secret
191104_a,get1x1
191109_a,isHouse
191110_a,recursiveCorridor
191111_a,cleanEdges
191113_b,get1x2RoomDirection
191114_a,isRoomId
191115_b,setupThirdFloor
191116_a,identifyRooms
191123_a,createRoof
191124_c,traverseTurn
191125_a,createMansion
191126_d,traverseInnerTurn
191127_a,addRoom2x2
191128_a,addRoom2x2Secret
191129_a,addRoom1x1
191130_a,traverseOuterWalls
191131_b,traverseWallPiece
191132_a,addRoom1x2
191133_a,entrance
191142_a,set
191144_a,set
191145_a,get
191147_b,edgesTo
191152_a,generateMansion
191157_a,getZeroPositionWithTransform
191159_a,byIcon
191160_b,isRenderedOnFrame
191161_d,getMapColor
191162_c,hasMapColor
191163_a,getIcon
191179_b,getType
191180_f,renderOnFrame
191194_a,offset
191195_a,contract
191196_a,create
191197_a,withSize
191205_a,getMapInstanceIfExists
191207_a,getData
191208_c,getAmount
191216_a,getArm
191235_a,getAddress
191238_f,setBaseAirFriction
191273_b,positiveModulo
191277_a,getVillagerProfession
191281_a,saveAllItems
191282_a,saveAllItems
191283_b,loadAllItems
191286_a,getPasses
191287_c,getOffset
191377_b,getLandPos
191420_l,isEmpty
191500_a,intersect
191507_d,setFixedColor
191508_b,getCustomColor
191510_k,dealExplosionDamage
191511_j,isAttachedToEntity
191521_c,addItemStackToInventory
191523_f,getFollowDistance
191526_e,getSweepingDamageRatio
191527_a,getSweepingDamageRatio
191528_c,getFishingSpeedBonus
191529_b,getFishingLuckBonus
191531_b,getAllInBoxMutable
191553_a,addUpdate
191560_c,isCompatibleWith
191746_c,setPosition
191751_a,initTextureValues
191752_c,setPosition
191753_b,setStateTriggered
191754_c,isStateTriggered
191770_c,setPosition
191771_c,getList
191772_a,getToolTipText
191788_b,clear
191794_b,getAdvancementGui
191796_a,drawIcon
191800_a,addAdvancement
191816_c,isMouseOver
191818_a,getFirstVisibleParent
191820_c,getY
191822_a,addGuiAdvancement
191823_d,getX
191824_a,setAdvancementProgress
191825_b,attachToParent
191839_a,isVisible
191866_a,toggleVisibility
191871_c,removed
191874_a,slotClicked
191878_b,isVisible
191880_f,isOffsetNextToMainGUI
191928_b,rootAdvancementRemoved
191929_d,nonRootAdvancementRemoved
191930_a,advancementsCleared
191931_a,rootAdvancementAdded
191932_c,nonRootAdvancementAdded
191933_a,onUpdateAdvancementProgress
191935_f,getTab
191938_e,getAdvancementGui
191949_aK,getAdvancementManager
191954_d,playFlySound
191955_a,onInsideBlock
191956_a,awardKillScore
191957_ae,makeFlySound
191960_a,getLanguage
191962_a,renderItemModelIntoGUI
191971_c,add
191973_d,addResource
191975_a,placeItemBackInInventory
191979_s,getLevels
191980_a,handleRecipeBook
191981_a,handleAdvancementInfo
191982_f,getAdvancementManager
191984_a,handleRecipeBookUpdate
191987_a,setPartying
191989_p,setMoveForward
191991_a,startConverting
191993_do,getLoveCause
191995_du,canSitOnShoulder
191997_m,setVariant
191998_ds,getVariant
192000_b,getPitch
192001_dv,calculateFlapping
192002_a,isFlying
192004_dr,isPartying
192006_b,playMimicSound
192020_c,createSheepColor
192023_dk,getLeftShoulderEntity
192024_a,onEnchant
192025_dl,getRightShoulderEntity
192026_k,spawnShoulderEntity
192027_g,addShoulderEntity
192028_j,playShoulderEntityAmbientSound
192029_h,setLeftShoulderEntity
192030_dh,spawnShoulderEntities
192031_i,setRightShoulderEntity
192037_E,getRecipeBook
192039_O,getAdvancements
192043_J_,recipesUpdated
192044_a,handleHotbarSnapshots
192054_h,getPlayerAdvancements
192056_a,build
192057_a,writeTo
192058_a,resolveParent
192060_b,readFrom
192067_g,getId
192068_c,getDisplay
192069_e,getChildren
192070_b,getParent
192071_a,addChild
192072_d,getRewards
192073_f,getCriteria
192074_h,getRequirements
192075_a,copy
192083_a,loadAdvancements
192084_a,getAdvancement
192085_a,removeAll
192086_a,setListener
192087_a,clear
192088_b,getRoots
192090_a,remove
192099_a,update
192100_b,fromNetwork
192101_b,revokeCriterion
192102_e,getCompletedCriteria
192103_c,getPercent
192104_a,serializeToNetwork
192105_a,isDone
192106_c,getCriterionProgress
192107_d,getRemaningCriteria
192108_b,hasProgress
192109_a,grantCriterion
192113_a,apply
192118_a,register
192119_a,get
192120_a,getAll
192140_a,serializeToNetwork
192141_a,serializeToNetwork
192142_c,criteriaFromNetwork
192143_a,getCriterionInstance
192146_b,criterionFromNetwork
192148_e,serialize
192149_a,read
192150_a,write
192151_a,isObtained
192153_b,obtain
192154_c,reset
192158_a,getCriterionInstance
192159_a,grantCriterion
192163_a,getId
192164_b,removeListener
192165_a,addListener
192167_a,removeAllListeners
192168_a,trigger
192173_a,trigger
192180_a,trigger
192183_a,trigger
192190_a,trigger
192193_a,trigger
192200_a,trigger
192211_a,trigger
192215_a,trigger
192220_a,trigger
192225_a,trigger
192229_a,trigger
192239_a,trigger
192244_a,getId
192250_a,test
192252_a,test
192257_a,test
192260_a,test
192263_a,test
192288_a,test
192290_a,write
192291_d,getFrame
192292_a,setPosition
192293_c,getBackground
192294_a,deserialize
192295_b,read
192296_f,getY
192297_a,getTitle
192298_b,getIcon
192299_e,getX
192307_a,getName
192308_a,byName
192309_b,getIcon
192316_a,moveSubtree
192317_d,getLastChild
192318_a,thirdWalk
192319_a,secondWalk
192320_a,firstWalk
192321_c,getFirstChild
192322_a,buildSubTree
192323_a,layout
192324_a,apportion
192325_b,executeShifts
192326_a,getAncestor
192327_e,updatePosition
192364_a,deserialize
192365_a,test
192385_j,getTreePos
192394_m,isAlignedRight
192399_d,isDynamic
192400_c,getIngredients
192402_a,deserializeIngredients
192403_f,getWidth
192404_g,getHeight
192407_a,patternFromJson
192408_a,deserializeKey
192445_m,createNewDragon
192447_a,deserialize
192448_a,optionalBoolean
192463_a,test
192464_a,deserialize
192465_b,deserializeArray
192481_a,deserialize
192482_a,test
192492_a,deserialize
192493_a,test
192494_b,deserializeArray
192558_a,getPathNodeType
192559_a,getPathNodeType
192563_a,getHotbarSnapshot
192564_b,save
192572_a,writeResourceLocation
192573_m,readTime
192574_a,writeTime
192575_l,readResourceLocation
192576_a,say
192582_a,byId
192583_a,getId
192590_c,getType
192595_a,getRecipes
192600_b,getAdvancementsToRemove
192602_d,isFirstSync
192603_a,getAdvancementsToAdd
192604_c,getProgressUpdates
192620_b,getForwardSpeed
192648_a,getX
192650_a,getMax
192652_a,drawIcon
192653_b,getY
192667_a,getId
192681_a,get
192682_a,clear
192684_b,size
192685_a,setRecipe
192686_c,getRecipe
192708_c,containsCraftableRecipes
192711_b,getRecipes
192717_a,copyValue
192735_d,copy
192738_c,shouldBeVisible
192739_a,setPlayer
192741_b,flushDirty
192742_b,ensureVisibility
192743_a,startProgress
192744_b,revokeCriterion
192745_a,dispose
192746_d,hasCompletedChildrenOrSelf
192747_a,getProgress
192749_b,save
192750_a,grantCriterion
192752_d,ensureAllVisible
192778_a,getAdvancement
192798_a,setListener
192799_a,read
192824_e,write
192825_a,read
192826_c,init
192833_a,fromTag
192834_a,createTag
192878_b,setCanEnterDoors
192879_a,setCanOpenDoors
192988_a,add
192989_b,getMinecraft
192990_a,getToast
192999_a,setVisible
193001_a,recipesShown
193003_g,updateCollections
193006_a,setVisible
193011_a,updateScreenPosition
193026_g,onStatsUpdated
193028_a,initLists
193029_f,initButtons
193030_aL,getFunctionManager
193032_ao,getTutorial
193033_an,getToastGui
193047_k,getPaddleSound
193048_a,getColor
193052_a,setColor
193054_a,setPartying
193055_i,getRecipeUsed
193056_a,setRecipeUsed
193065_c,getMaxCommandChainLength
193076_bZ,getActivePotionMap
193077_p,getArmPose
193081_a,setSpellType
193082_dl,isSpellcasting
193083_dm,getSpellType
193085_dn,getSpellTicks
193086_dk,getSpellSound
193098_a,getRenderLocations
193101_c,setTamedBy
193102_a,unlockRecipes
193103_a,removeRecipeHighlight
193104_a,copyFrom
193105_t,hasDisconnected
193123_j,getDisplayText
193124_g,getRequirementCount
193126_d,getProgressText
193128_g,getFirstProgressDate
