190721_bH,DATA_COLOR_ID
190722_bI,DATA_VARIANT_ID
190723_bJ,didSpit
190724_bK,caravanHead
190725_bL,caravanTail
190763_bw,wololoTarget
190766_bz,MOVING
190770_bw,COLOR
190778_u,GUI_TEXTURE
190856_d,wolf
190857_e,mateClass
190859_a,llama
190860_b,speedModifier
190861_c,distCheckCounter
190865_h,probability
190881_c,isElder
190885_a,variant
190886_a,variant
190899_a,inventory
190904_a,block
190927_a,EMPTY
190928_g,isEmpty
190929_cY,TOTEM_OF_UNDYING
190930_cZ,SHULKER_SHELL
190931_a,AIR
190940_C,VANISHING_CURSE
190941_k,BINDING_CURSE
190957_a,FACING
190958_b,color
190959_b,ASCENDING_AABB
190963_a,POWERED
190964_J,SHORT_UP_ARM_AABB
190965_K,SHORT_DOWN_ARM_AABB
190966_L,SHORT_SOUTH_ARM_AABB
190967_M,SHORT_NORTH_ARM_AABB
190968_N,SHORT_EAST_ARM_AABB
190969_O,SHORT_WEST_ARM_AABB
190975_dA,BLACK_SHULKER_BOX
190976_dk,OBSERVER
190977_dl,WHITE_SHULKER_BOX
190978_dm,ORANGE_SHULKER_BOX
190979_dn,MAGENTA_SHULKER_BOX
190980_do,LIGHT_BLUE_SHULKER_BOX
190981_dp,YELLOW_SHULKER_BOX
190982_dq,LIME_SHULKER_BOX
190983_dr,PINK_SHULKER_BOX
190984_ds,GRAY_SHULKER_BOX
190986_du,CYAN_SHULKER_BOX
190987_dv,PURPLE_SHULKER_BOX
190988_dw,BLUE_SHULKER_BOX
190989_dx,BROWN_SHULKER_BOX
190990_dy,GREEN_SHULKER_BOX
190991_dz,RED_SHULKER_BOX
191014_N,fileName
191015_O,hashname
191082_d,templateName
191083_e,rotation
191084_f,mirror
191096_f,unlimitedTracking
191117_a,random
191118_b,baseGrid
191119_c,thirdFloorGrid
191120_d,floorRooms
191121_e,entranceX
191122_f,entranceY
191134_a,templateManager
191135_b,random
191136_c,startX
191137_d,startY
191138_a,rotation
191139_b,position
191140_c,wallType
191148_a,grid
191149_b,width
191150_c,height
191151_d,valueIfOutside
191154_c,fixer
191175_k,icon
191176_l,renderedOnFrame
191177_m,mapColor
191181_a,type
191192_o,CHESTS_WOODLAND_MANSION
191198_a,delegate
191199_b,defaultElement
191209_c,collectedQuantity
191213_a,base
191214_b,upperJaw
191215_c,lowerJaw
191217_a,head
191218_b,body
191219_c,arms
191223_g,rightArm
191224_h,leftArm
191225_a,main
191226_i,chest1
191227_j,chest2
191229_a,leftWing
191230_b,rightWing
191239_M,baseAirFriction
191240_aK,ENTITY_ELDER_GUARDIAN_FLOP
191241_J,ITEM_BOTTLE_EMPTY
191242_bl,ENTITY_EVOKER_FANGS_ATTACK
191243_bm,ENTITY_EVOKER_AMBIENT
191244_bn,ENTITY_EVOKER_CAST_SPELL
191245_bo,ENTITY_EVOKER_DEATH
191246_bp,ENTITY_EVOKER_HURT
191247_bq,ENTITY_EVOKER_PREPARE_ATTACK
191248_br,ENTITY_EVOKER_PREPARE_SUMMON
191249_bs,ENTITY_EVOKER_PREPARE_WOLOLO
191250_dA,ENTITY_LLAMA_ANGRY
191251_dB,ENTITY_LLAMA_CHEST
191252_dC,ENTITY_LLAMA_DEATH
191253_dD,ENTITY_LLAMA_EAT
191254_dE,ENTITY_LLAMA_HURT
191255_dF,ENTITY_LLAMA_SPIT
191256_dG,ENTITY_LLAMA_STEP
191257_dH,ENTITY_LLAMA_SWAG
191258_p,ITEM_ARMOR_EQUIP_ELYTRA
191259_dX,ENTITY_MULE_CHEST
191260_dz,ENTITY_LLAMA_AMBIENT
191261_fA,BLOCK_SHULKER_BOX_CLOSE
191262_fB,BLOCK_SHULKER_BOX_OPEN
191263_gW,ITEM_TOTEM_USE
191264_hc,ENTITY_VEX_AMBIENT
191265_hd,ENTITY_VEX_CHARGE
191266_he,ENTITY_VEX_DEATH
191267_hf,ENTITY_VEX_HURT
191268_hm,ENTITY_VINDICATOR_AMBIENT
191269_hn,ENTITY_VINDICATOR_DEATH
191270_ho,ENTITY_VINDICATOR_HURT
191272_ae,OPEN_SHULKER_BOX
191274_b,SHULKER_BOXES
191275_a,OLD_TO_NEW_ID_MAP
191276_a,OLD_TO_NEW_ID_MAP
191278_a,NAMES_BY_COLOR
191285_a,model
191291_g,CRAMMING
191312_a,minecraft
191325_e,collisionBox
191329_a,EVOKER_ILLAGER_FANGS
191330_f,model
191333_a,LLAMA_SPIT_TEXTURE
191334_f,model
191338_a,EVOKER_ILLAGER
191343_a,VEX_TEXTURE
191344_j,VEX_CHARGING_TEXTURE
191350_a,LLAMA_TEXTURES
191357_a,VINDICATOR_TEXTURE
191360_j,scale
191364_a,LLAMA_DECOR_TEXTURES
191366_c,model
191505_aI,pistonDeltas
191506_aJ,pistonDeltasGameTime
191509_at,fixedColor
191512_b,BOOSTED_ENTITY_ID
191513_e,boostedEntity
191518_aw,luck
191519_ax,lureSpeed
191520_bx,BOOST_TIME
191525_da,IRON_NUGGET
191530_r,SWEEPING
191551_b,LOGGER
191554_a,minecraft
191555_b,lastUpdate
191557_f,neighborsUpdate
191743_I,chatListeners
191747_p,xTexStart
191748_q,yTexStart
191749_r,yDiffText
191750_o,resourceLocation
191755_p,stateTriggered
191756_q,xTexStart
191757_r,yTexStart
191758_s,xDiffTex
191759_t,yDiffTex
191760_o,resourceLocation
191774_p,list
191778_t,animationTime
191780_o,RECIPE_BOOK
191790_f,mc
191791_g,visible
191792_h,toastsQueue
191802_a,minecraft
191803_f,type
191804_g,index
191805_h,advancement
191806_i,display
191807_j,icon
191808_k,title
191809_l,root
191810_m,guis
191811_n,scrollX
191812_o,scrollY
191813_p,maxX
191814_q,maxY
191815_r,fade
191826_p,y
191827_a,WIDGETS
191828_f,guiAdvancementTab
191829_g,advancement
191830_h,displayInfo
191831_i,title
191832_j,width
191833_k,minecraft
191834_l,parent
191835_m,children
191836_n,advancementProgress
191837_o,x
191847_a,RECIPE_BOOK_TEXTURE
191848_f,recipeList
191850_h,visible
191851_i,x
191852_j,y
191853_k,mc
191888_F,mc
191894_a,RECIPE_BOOK
191903_n,xOffset
191904_o,width
191905_p,height
191913_x,currentTab
191915_z,ghostRecipe
191940_s,selectedTab
191943_f,WINDOW
191944_v,isScrolling
191945_g,TABS
191946_h,clientAdvancementManager
191947_i,tabs
191950_u,creativeSettings
191959_ay,nextFlap
191983_k,advancementManager
191988_bg,moveForward
191992_by,converstionStarter
191996_bB,rideCooldownCounter
192008_bB,flap
192009_bC,flapSpeed
192010_bD,oFlapSpeed
192011_bE,oFlap
192012_bF,flapping
192013_bG,VARIANT
192014_bH,CAN_MIMIC
192015_bI,DEADLY_ITEM
192016_bJ,TAME_ITEMS
192017_bK,IMITATION_SOUND_EVENTS
192018_bL,partyParrot
192019_bM,jukeboxPosition
192032_bt,LEFT_SHOULDER_ENTITY
192033_bu,RIGHT_SHOULDER_ENTITY
192036_cb,recipeBook
192040_cp,seenCredits
192041_cq,recipeBook
192042_bX,advancements
192045_A,recipeBookGui
192046_B,widthTooNarrow
192050_x,recipeBookGui
192055_p,advancements
192061_a,parentId
192062_b,parent
192063_c,display
192064_d,rewards
192065_e,criteria
192066_f,requirements
192076_a,parent
192077_b,display
192078_c,rewards
192079_d,id
192080_e,criteria
192081_f,requirements
192082_g,children
192091_a,LOGGER
192092_b,advancements
192093_c,roots
192094_d,nonRoots
192095_e,listener
192110_a,criteria
192111_b,requirements
192114_a,EMPTY
192115_b,experience
192116_c,loot
192117_d,recipes
192121_a,IMPOSSIBLE
192122_b,PLAYER_KILLED_ENTITY
192123_c,ENTITY_KILLED_PLAYER
192124_d,ENTER_BLOCK
192125_e,INVENTORY_CHANGED
192126_f,RECIPE_UNLOCKED
192127_g,PLAYER_HURT_ENTITY
192128_h,ENTITY_HURT_PLAYER
192129_i,ENCHANTED_ITEM
192130_j,BREWED_POTION
192131_k,CONSTRUCT_BEACON
192132_l,USED_ENDER_EYE
192133_m,SUMMONED_ENTITY
192134_n,BRED_ANIMALS
192135_o,LOCATION
192136_p,SLEPT_IN_BED
192137_q,CURED_ZOMBIE_VILLAGER
192138_r,VILLAGER_TRADE
192139_s,REGISTRY
192147_a,criterionInstance
192155_a,DATE_TIME_FORMATTER
192157_c,obtained
192160_a,criterionInstance
192161_b,advancement
192162_c,criterionName
192171_a,ID
192176_a,ID
192181_a,ID
192186_a,ID
192191_a,ID
192196_a,ID
192201_a,ID
192205_a,ID
192209_a,ID
192214_b,id
192217_a,id
192222_a,ID
192227_a,ID
192232_a,ID
192237_a,ID
192242_a,ID
192245_a,criterion
192247_a,parent
192248_b,partner
192249_c,child
192251_a,potion
192253_a,level
192255_a,zombie
192256_b,villager
192258_a,item
192259_b,levels
192261_a,block
192262_b,properties
192264_a,damage
192266_a,occupied
192267_b,full
192268_c,empty
192269_d,items
192271_a,entity
192272_b,killingBlow
192279_a,damage
192280_b,entity
192284_a,entity
192286_a,villager
192287_b,item
192289_a,distance
192300_a,title
192301_b,icon
192302_c,background
192303_d,frame
192304_e,x
192305_f,y
192313_d,name
192314_e,icon
192328_a,advancement
192329_b,parent
192330_c,sibling
192331_d,index
192332_e,children
192333_f,ancestor
192334_g,thread
192335_h,x
192336_i,y
192337_j,mod
192338_k,change
192339_l,shift
192366_a,ANY
192367_b,dealt
192368_c,taken
192369_d,sourceEntity
192370_e,blocked
192371_f,type
192372_a,entity
192373_b,followPredicate
192374_c,followingEntity
192375_d,speedModifier
192376_e,navigation
192377_f,timeToRecalcPath
192378_g,stopDistance
192379_h,oldWaterCost
192380_i,areaSize
192382_a,entity
192383_b,owner
192384_c,isSittingOnShoulder
192390_i,player
192395_m,HOTBAR
192397_db,KNOWLEDGE_BOOK
192427_dB,WHITE_GLAZED_TERRACOTTA
192428_dC,ORANGE_GLAZED_TERRACOTTA
192429_dD,MAGENTA_GLAZED_TERRACOTTA
192430_dE,LIGHT_BLUE_GLAZED_TERRACOTTA
192431_dF,YELLOW_GLAZED_TERRACOTTA
192432_dG,LIME_GLAZED_TERRACOTTA
192433_dH,PINK_GLAZED_TERRACOTTA
192434_dI,GRAY_GLAZED_TERRACOTTA
192436_dK,CYAN_GLAZED_TERRACOTTA
192437_dL,PURPLE_GLAZED_TERRACOTTA
192438_dM,BLUE_GLAZED_TERRACOTTA
192439_dN,BROWN_GLAZED_TERRACOTTA
192440_dO,GREEN_GLAZED_TERRACOTTA
192441_dP,RED_GLAZED_TERRACOTTA
192442_dQ,BLACK_GLAZED_TERRACOTTA
192449_a,ANY
192450_b,isProjectile
192451_c,isExplosion
192452_d,bypassesArmor
192453_e,bypassesInvulnerability
192454_f,bypassesMagic
192455_g,isFire
192456_h,isMagic
192466_a,ANY
192467_b,enchantment
192468_c,levels
192483_a,ANY
192484_b,type
192485_c,distance
192495_a,ANY
192496_b,item
192498_d,count
192499_e,enchantments
192500_f,potion
192517_b,min
192518_c,max
192566_b,LOGGER
192567_c,dataFile
192568_d,hotbarSnapshots
192571_R,narrator
192577_a,mc
192580_a,narrator
192581_a,mc
192588_d,id
192596_a,recipes
192605_a,firstSync
192606_b,advancementsToAdd
192607_c,advancementsToRemove
192608_d,progressUpdates
192621_b,forwardSpeed
192660_f,textureX
192661_g,textureY
192662_h,width
192663_i,height
192664_j,max
192671_d,id
192678_b,x
192679_c,y
192687_a,recipe
192688_b,ingredients
192713_b,recipes
192734_n,COMPOUND_NBT
192753_a,LOGGER
192754_b,GSON
192755_c,MAP_TOKEN
192757_e,progressFile
192758_f,progress
192759_g,visible
192760_h,visibilityChanged
192761_i,progressChanged
192762_j,player
192763_k,isFirstPacket
192764_a,body
192765_b,tail
192766_c,wingLeft
192767_d,wingRight
192768_e,head
192769_f,head2
192770_g,beak1
192771_h,beak2
192772_i,feather
192773_j,legLeft
192774_k,legRight
192782_a,LOGGER
192783_b,GSON
192792_ep,ENTITY_PARROT_AMBIENT
192793_eq,ENTITY_PARROT_DEATH
192794_er,ENTITY_PARROT_HURT
192795_es,ENTITY_PARROT_STEP
192796_et,ENTITY_PARROT_FLY
192797_eu,ENTITY_PARROT_EAT
192800_a,LOGGER
192801_b,mc
192802_c,advancementList
192803_d,advancementToProgress
192804_e,listener
192828_d,LOGGER
192832_b,moveForward
192862_a,PARROT_TEXTURES
192992_s,centered
192997_l,description
193018_j,recipeTabs
193022_s,recipeBookPage
193034_aS,toastGui
193035_aW,tutorial
193041_b,lastExecution
193042_c,updateLastExecution
193053_a,color
193057_b,recipeUsed
193069_c,server
193087_b,spellTicks
193088_c,SPELL
193089_bx,activeSpell
193099_c,ghostTime
193100_bx,renderLocations
193107_ct,levitationStartPos
193108_cu,levitatingSince
193109_cv,disconnected
193110_cw,enteredNetherPosition
193112_y,widthTooNarrow
193121_a,ILLUSIONIST
193125_h,displayText
193129_e,function
193130_A,USED_TOTEM
193131_B,NETHER_TRAVEL
193132_s,ITEM_DURABILITY_CHANGED
193133_t,LEVITATION
193134_u,CHANGED_DIMENSION
193135_v,TICK
193136_w,TAME_ANIMAL
193137_x,PLACED_BLOCK
193138_y,CONSUME_ITEM
193139_z,EFFECTS_CHANGED
193144_a,ID
193149_a,ID
193154_a,ID
193159_a,ID
193164_a,ID
193169_a,ID
193174_a,ID
193179_a,ID
193183_a,ID
193188_a,ID
193191_a,from
193192_b,to
193194_a,item
193196_a,effects
193198_a,item
193199_b,durability
193200_c,delta
193202_a,distance
193203_b,duration
193205_a,location
193207_a,entered
193208_b,exited
193209_c,distance
193211_a,block
193212_b,properties
193213_c,location
193214_d,item
193217_a,entity
193219_a,item
193225_b,description
193226_f,showToast
193227_g,announceToChat
193228_h,hidden
193230_f,format
193253_a,tutorial
193254_a,MOVE_TITLE
193255_b,MOVE_DESCRIPTION
193256_c,LOOK_TITLE
193257_d,LOOK_DESCRIPTION
193258_e,tutorial
193259_f,moveToast
193260_g,lookToast
193261_h,timeWaiting
193262_i,timeMoved
193263_j,timeLooked
193264_k,moved
193265_l,turned
193266_m,moveCompleted
193267_n,lookCompleted
193268_a,TREE_BLOCKS
193269_b,TITLE
193270_c,DESCRIPTION
193271_d,tutorial
193272_e,toast
193273_f,timeWaiting
193275_b,TITLE
193276_c,DESCRIPTION
193277_d,tutorial
193278_e,toast
193279_f,timeWaiting
193280_g,resetCount
193281_a,TITLE
193282_b,DESCRIPTION
193283_c,tutorial
193284_d,toast
193285_e,timeWaiting
193286_a,TITLE
193287_b,DESCRIPTION
193288_c,tutorial
193289_d,toast
193290_e,timeWaiting
193304_a,minecraft
193305_b,tutorialStep
193316_g,name
193317_h,tutorial
193321_c,spellWarmup
193322_d,spellCooldown
193325_b,lastTargetId
193345_g,id
193346_h,particleSpeed
193351_w,colorValue
193352_x,colorComponentValues
193370_a,EMPTY
193371_b,matchingStacks
193388_c,LOGGER
193419_i,directEntity
193420_j,sourceEntity
193423_a,ANY
193424_b,x
193425_c,y
193426_d,z
193427_e,horizontal
193428_f,absolute
193435_d,location
193436_e,effects
193437_f,nbt
193444_e,durability
193445_h,nbt
193455_a,ANY
193456_b,biome
193457_c,x
193458_d,y
193459_e,z
193460_f,feature
193461_g,dimension
193465_a,amplifier
193466_b,duration
193467_c,ambient
193468_d,visible
193473_a,ANY
193474_b,effects
193479_a,ANY
193480_b,tag
193519_a,EMPTY
193520_b,id
193521_c,isValid
193522_d,function
193524_a,function
193530_b,entries
193559_aa,RED_TERRACOTTA
193560_ab,BLACK_TERRACOTTA
193561_M,WHITE_TERRACOTTA
193562_N,ORANGE_TERRACOTTA
193563_O,MAGENTA_TERRACOTTA
193564_P,LIGHT_BLUE_TERRACOTTA
193565_Q,YELLOW_TERRACOTTA
193566_R,LIME_TERRACOTTA
193567_S,PINK_TERRACOTTA
193568_T,GRAY_TERRACOTTA
193570_V,CYAN_TERRACOTTA
193571_W,PURPLE_TERRACOTTA
193572_X,BLUE_TERRACOTTA
193573_Y,BROWN_TERRACOTTA
193574_Z,GREEN_TERRACOTTA
193583_c,SIMPLE_VALUE
193587_b,data
193591_a,LOGGER
193615_a,DOUBLE_PATTERN_NOSUFFIX
193616_b,DOUBLE_PATTERN
193617_c,FLOAT_PATTERN
193618_d,BYTE_PATTERN
193619_e,LONG_PATTERN
193620_f,SHORT_PATTERN
193621_g,INT_PATTERN
193627_d,CATEGORY_ORDER
193629_ap,keyBindSaveToolbar
193630_aq,keyBindLoadToolbar
193631_S,tutorialStep
193637_b,displaySupplierFunction
193638_c,keybind
193639_d,displaySupplier
193643_a,INSTANCE
193646_a,state
193647_c,displayedRecipes
193654_a,TEXTURE_TOASTS
193655_b,NO_TOKEN
193659_c,type
193660_d,title
193662_f,firstDrawTime
193663_g,newDisplay
193667_d,firstDrawTime
193668_e,hasNewOutputs
193671_c,icon
193672_d,title
193673_e,subtitle
193674_f,visibility
193675_g,lastDelta
193676_h,displayedProgress
193677_i,currentProgress
193678_j,hasProgressBar
193679_c,advancement
193688_b,toast
193689_c,animationTime
193690_d,visibleTime
193691_e,visibility
193703_f,column
193704_g,row
193737_b,totalPages
193738_c,currentPage
193740_e,forwardButton
193741_f,backButton
193743_h,buttons
193754_s,minecraft
193757_v,listeners
193775_b,hat
193777_bb,ENTITY_ENDER_EYE_DEATH
193778_H,ENTITY_BOAT_PADDLE_LAND
193779_I,ENTITY_BOAT_PADDLE_WATER
193780_J,ENTITY_FISHING_BOBBER_RETRIEVE
193781_bp,BLOCK_END_PORTAL_FRAME_FILL
193782_bq,BLOCK_END_PORTAL_SPAWN
193783_dc,ENTITY_ILLUSIONER_AMBIENT
193784_dd,ENTITY_ILLUSIONER_CAST_SPELL
193785_eE,BLOCK_NOTE_BLOCK_XYLOPHONE
193786_de,ENTITY_ILLUSIONER_DEATH
193787_df,ENTITY_ILLUSIONER_HURT
193788_dg,ENTITY_ILLUSIONER_MIRROR_MOVE
193789_dh,ENTITY_ILLUSIONER_PREPARE_BLINDNESS
193790_di,ENTITY_ILLUSIONER_PREPARE_MIRROR
193791_eM,ENTITY_PARROT_IMITATE_BLAZE
193792_eN,ENTITY_PARROT_IMITATE_CREEPER
193793_eO,ENTITY_PARROT_IMITATE_ELDER_GUARDIAN
193794_eP,ENTITY_PARROT_IMITATE_ENDER_DRAGON
193796_eR,ENTITY_PARROT_IMITATE_ENDERMITE
193797_eS,ENTITY_PARROT_IMITATE_EVOKER
193798_eT,ENTITY_PARROT_IMITATE_GHAST
193799_eU,ENTITY_PARROT_IMITATE_HUSK
193800_eV,ENTITY_PARROT_IMITATE_ILLUSIONER
193801_eW,ENTITY_PARROT_IMITATE_MAGMA_CUBE
193803_eY,ENTITY_PARROT_IMITATE_SHULKER
193804_eZ,ENTITY_PARROT_IMITATE_SILVERFISH
193805_fG,ENTITY_PLAYER_HURT_DROWN
193806_fH,ENTITY_PLAYER_HURT_ON_FIRE
193807_ew,BLOCK_NOTE_BLOCK_BELL
193808_ex,BLOCK_NOTE_BLOCK_CHIME
193809_ey,BLOCK_NOTE_BLOCK_FLUTE
193810_ez,BLOCK_NOTE_BLOCK_GUITAR
193811_fa,ENTITY_PARROT_IMITATE_SKELETON
193812_fb,ENTITY_PARROT_IMITATE_SLIME
193813_fc,ENTITY_PARROT_IMITATE_SPIDER
193814_fd,ENTITY_PARROT_IMITATE_STRAY
193815_fe,ENTITY_PARROT_IMITATE_VEX
193816_ff,ENTITY_PARROT_IMITATE_VINDICATOR
193817_fg,ENTITY_PARROT_IMITATE_WITCH
193818_fh,ENTITY_PARROT_IMITATE_WITHER
193819_fi,ENTITY_PARROT_IMITATE_WITHER_SKELETON
193821_fk,ENTITY_PARROT_IMITATE_ZOMBIE
193823_fm,ENTITY_PARROT_IMITATE_ZOMBIE_VILLAGER
193843_g,bed
193851_a,minecraft
193852_g,solidFace
193921_u,category
193922_v,animationTime
193924_p,recipe
193925_q,isCraftable
193930_p,book
193931_r,time
193932_t,currentIndex
193938_f,screen
193939_q,minX
193940_r,minY
193960_m,toggleRecipesBtn
193962_q,searchBar
193963_r,lastSearch
193964_s,recipeBook
193965_u,stackedContents
193966_v,timesInventoryChanged
193972_f,buttonList
193973_l,lastRecipeClicked
193974_m,time
193978_M,widthCopyright
193979_N,widthCopyrightRest
193980_h,poem
193981_i,onFinished
193995_ae,searchTreeManager
193996_ah,renderPartialTicksPaused
194008_a,RESOURCE_LOCATION_EMPTY
194012_b,RECIPES
194013_c,trees
194017_h,timesChanged
194020_g,commandQueue
194021_h,isExecuting
194031_B,buttonClicked
194033_a,leftItr
194034_b,rightItr
194035_c,numbers
194044_a,byName
194046_c,nameFunc
194061_a,list
194062_b,DEBUG_PRINT_COMPARISONS
194063_c,DEBUG_PRINT_ARRAY
194064_d,LOGGER
194065_e,chars
194066_f,wordStarts
194067_g,suffixToT
194068_h,offsets
194069_i,maxStringLength
194077_a,recipes
194078_b,newRecipes
194105_b,recipe
194106_c,ingredients
194107_d,ingredientCount
194108_e,possessedIngredientStacks
194109_f,possessedIngredientStackCount
194110_g,data
194111_h,path
194124_a,itemToCount
194126_a,LOGGER
194131_c,isAdvanced
194137_e,group
194138_c,group
194140_c,matchingStacksPacked
194146_ao,keyBindAdvancements
194147_b,renderPartialTicks
194148_c,elapsedPartialTicks
194149_e,tickLength
194155_a,tab
194166_a,action
194167_b,tab
194168_d,hasPlayedSound
194170_c,sound
194186_b,ingredient
194190_c,time
194201_b,hoveredButton
194202_c,overlay
194203_f,recipeLists
194204_k,recipeBook
194205_l,lastClickedRecipe
194206_m,lastClickedRecipeList
194215_b,craftable
194216_c,canFit
194217_d,inBook
194218_e,singleResultItem
194221_k,lastSelectedTab
194223_a,functionManager
194224_b,sender
194225_c,entry
194226_id,UI_TOAST_IN
194227_ie,UI_TOAST_OUT
194228_if,UI_TOAST_CHALLENGE_COMPLETE
194231_f,selectedTab
194314_a,windowId
194315_b,recipe
194320_a,windowId
194321_b,recipeId
194322_c,placeAll
194330_a,LOGGER
194331_b,recipeItemHelper
194400_H,MINECRAFT_TITLE_EDITION
194401_g,MINECRAFT_EDITION
194402_f,keepAliveTime
194403_g,keepAlivePending
194404_h,keepAliveKey
194811_H,scaledWidth
194812_I,scaledHeight
195045_e,cachedBlockState
195052_c,PRIVATE_LOGGER
195056_av,inBlockState
195060_a,PRIVATE_LOGGER
195179_a,buttonAddServer
195237_a,commandTextField
195238_s,trackOutput
195239_f,resultTextField
195240_g,doneButton
195241_h,cancelButton
195242_i,trackOutputButton
195327_a,saveButton
195355_B,btnCreateWorld
195378_x,TMP_INVENTORY
195402_bB,BREEDING_ITEMS
195407_e,BURNABLE_FUELS
195411_c,ITEM_MODEL_BLACKLIST
195427_i,sprites
195431_a,LOGGER
195433_e,pathGenerated
195476_e,random
195503_a,LOGGER
195504_f,age
195505_g,teleportCooldown
195506_h,exitPortal
195507_i,exactTeleport
195516_l,clientSuggestionProvider
195517_n,commandDispatcher
195521_p,customname
195522_a,ticks
195527_j,nextPageTurningSpeed
195528_k,pageTurningSpeed
195529_l,nextPageAngle
195530_m,pageAngle
195532_o,random
195538_a,record
195554_ax,packFinder
195555_I,isWindowFocused
195557_T,virtualScreen
195558_d,mainWindow
195559_v,keyboardListener
195576_ac,resourceManager
195577_ad,resourcePacks
195580_l,serverPort
195596_d,LOGGER
195613_A,textFormatter
195614_x,suggestion
195631_b,lastUpdate
195632_c,collisionData
195638_a,UNDEAD_HORSE_TEXTURES
195650_a,LOGGER
195670_c,frames
195671_d,framesX
195672_e,framesY
195678_l,LOCATION
195679_m,dynamicTexture
195680_n,IMAGE
195689_b,channel
195694_b,channel
195719_a,width
195720_b,height
195721_c,stbiPointer
195722_d,imagePointer
195723_e,size
195735_a,FILE_FILTER
195736_b,folder
195751_a,LOGGER
195752_b,PATTERN_SHA1
195753_c,vanillaPack
195754_d,serverPackDir
195755_e,lockDownload
195756_f,currentDownload
195757_g,serverPack
195771_a,file
195772_b,LOGGER
195774_b,PATH_SPLITTER
195775_c,zipFile
195779_b,OS_WINDOWS
195780_c,BACKSLASH_MATCHER
195783_a,resourceNamespaces
195784_b,LOGGER
195799_a,LOGGER
195800_b,name
195801_c,resourcePackSupplier
195802_d,title
195803_e,description
195804_f,compatibility
195805_g,priority
195806_h,alwaysEnabled
195807_i,orderLocked
195817_a,SERIALIZER
195819_a,SERIALIZER
195868_a,nextId
195869_d,nextFreeId
195923_c,doorInteract
195934_h,block
195947_b,wallBlock
195955_e,SHOVEL_LOOKUP
195963_a,COLOR_DYE_ITEM_MAP
195964_b,dyeColor
195973_b,HOE_LOOKUP
195977_c,comparatorValue
195987_b,EGGS
195988_c,primaryColor
195989_d,secondaryColor
196001_b,player
196006_g,world
196007_h,item
196013_a,replaceClicked
196014_j,offsetPos
196020_d,VALUES
196021_e,name
196022_f,opposite
196027_d,name
196042_k,name
196043_l,sound
196049_d,name
196062_q,VALUES
196063_r,BY_FIREWORK_COLOR
196064_s,id
196065_u,mapColor
196066_w,swappedColorValue
196067_y,fireworkColor
196077_f,VALUES
196078_g,index
196079_h,shapeName
196086_aW,COD
196087_aX,SALMON
196088_aY,TROPICAL_FISH
196089_aZ,PUFFERFISH
196090_bA,PINK_BED
196091_bB,GRAY_BED
196092_bC,LIGHT_GRAY_BED
196093_bD,CYAN_BED
196094_bE,PURPLE_BED
196095_bF,BLUE_BED
196096_bG,BROWN_BED
196097_bH,GREEN_BED
196098_bI,RED_BED
196099_bJ,BLACK_BED
196100_at,ENCHANTED_GOLDEN_APPLE
196101_cA,ENDERMAN_SPAWN_EGG
196102_ba,COOKED_COD
196103_cB,ENDERMITE_SPAWN_EGG
196104_bb,COOKED_SALMON
196105_cC,EVOKER_SPAWN_EGG
196106_bc,BONE_MEAL
196107_cD,GHAST_SPAWN_EGG
196108_bd,ORANGE_DYE
196109_cE,GUARDIAN_SPAWN_EGG
196110_be,MAGENTA_DYE
196111_cF,HORSE_SPAWN_EGG
196112_bf,LIGHT_BLUE_DYE
196113_cG,HUSK_SPAWN_EGG
196115_cH,LLAMA_SPAWN_EGG
196116_bh,LIME_DYE
196117_cI,MAGMA_CUBE_SPAWN_EGG
196118_bi,PINK_DYE
196119_cJ,MOOSHROOM_SPAWN_EGG
196120_bj,GRAY_DYE
196121_cK,MULE_SPAWN_EGG
196122_bk,LIGHT_GRAY_DYE
196123_cL,OCELOT_SPAWN_EGG
196124_bl,CYAN_DYE
196125_cM,PARROT_SPAWN_EGG
196126_bm,PURPLE_DYE
196127_cN,PIG_SPAWN_EGG
196128_bn,LAPIS_LAZULI
196129_cO,POLAR_BEAR_SPAWN_EGG
196130_bo,COCOA_BEANS
196131_cP,RABBIT_SPAWN_EGG
196133_cQ,SHEEP_SPAWN_EGG
196135_cR,SHULKER_SPAWN_EGG
196136_br,INK_SAC
196137_cS,SILVERFISH_SPAWN_EGG
196138_cT,SKELETON_SPAWN_EGG
196139_cU,SKELETON_HORSE_SPAWN_EGG
196140_bu,WHITE_BED
196141_cV,SLIME_SPAWN_EGG
196142_bv,ORANGE_BED
196143_cW,SPIDER_SPAWN_EGG
196144_bw,MAGENTA_BED
196145_cX,SQUID_SPAWN_EGG
196146_bx,LIGHT_BLUE_BED
196147_cY,STRAY_SPAWN_EGG
196148_by,YELLOW_BED
196149_cZ,VEX_SPAWN_EGG
196150_bz,LIME_BED
196151_dA,DRAGON_HEAD
196152_dE,FIREWORK_ROCKET
196153_dF,FIREWORK_STAR
196154_dH,NETHER_BRICK
196155_l,CHARCOAL
196156_dS,MUSIC_DISC_13
196157_cs,BAT_SPAWN_EGG
196158_dT,MUSIC_DISC_CAT
196159_ct,BLAZE_SPAWN_EGG
196160_dU,MUSIC_DISC_BLOCKS
196161_cu,CAVE_SPIDER_SPAWN_EGG
196162_dV,MUSIC_DISC_CHIRP
196163_cv,CHICKEN_SPAWN_EGG
196164_dW,MUSIC_DISC_FAR
